Membership_ID,Age_Group,Games_Attended,Seasonal_Pass,Customer_Region
57091476,41-60,5,False,Canada
10012969,<18,2,False,USA
35504549,<18,3,False,Canada
10003848,26-40,7,False,Canada
10021305,41-60,7,False,Canada
81737640,18-25,5,False,USA
10043261,26-40,2,False,USA
10017635,26-40,6,False,USA
56788428,18-25,1,False,Canada
84678994,18-25,8,False,Canada
10023838,26-40,4,False,India
10040907,41-60,4,False,Canada
83177601,18-25,1,False,Canada
10019071,26-40,1,False,USA
48411202,<18,6,False,Canada
10001113,18-25,1,False,Canada
10042739,<18,6,False,Canada
10030272,<18,6,False,Canada
10014600,18-25,4,False,Canada
10005658,26-40,8,False,Canada
97959414,41-60,1,False,Canada
10000225,26-40,4,False,Canada
55959485,60+,4,False,Canada
10032051,18-25,7,False,USA
10013158,41-60,8,False,Canada
10015628,18-25,6,False,Canada
10044193,18-25,2,False,Canada
10013601,18-25,6,False,Canada
10024517,26-40,4,False,Canada
10018529,18-25,1,False,Canada
10026009,18-25,7,False,Canada
10023135,18-25,5,False,Canada
10012121,18-25,3,False,Canada
10005505,18-25,4,False,USA
10026337,41-60,1,False,Canada
10014978,26-40,5,False,Canada
10039647,18-25,7,False,Canada
10001275,26-40,8,False,Canada
26877063,26-40,6,False,Canada
10027150,60+,5,False,Canada
10036030,18-25,27,True,Canada
10017591,18-25,6,False,Canada
10002183,18-25,8,False,Canada
43787811,18-25,18,True,Canada
10043527,18-25,4,False,Canada
82714251,41-60,3,False,USA
03301176,18-25,6,False,USA
10036014,18-25,3,False,Canada
10003089,26-40,6,False,Canada
10007350,18-25,6,False,Canada
10039955,18-25,7,False,Canada
10009955,18-25,3,False,Canada
10042638,18-25,5,False,Canada
10036979,26-40,6,False,Canada
10043351,41-60,1,False,Canada
10004854,<18,17,True,USA
03752970,<18,6,False,Canada
10044103,18-25,2,False,Canada
20817111,<18,8,False,Canada
10033089,41-60,6,False,USA
10026558,18-25,2,False,Canada
84706944,18-25,7,False,Canada
18728555,<18,8,False,Canada
10031098,18-25,4,False,Canada
10034964,18-25,7,False,Canada
05088252,<18,2,False,Canada
16812786,41-60,7,False,Canada
77804276,18-25,24,True,Canada
10009387,18-25,25,True,Canada
10003800,41-60,7,False,Canada
10001596,41-60,2,False,Canada
10033319,18-25,6,False,Canada
10026874,26-40,26,True,Canada
85520419,<18,7,False,Canada
10012839,26-40,8,False,Canada
10030002,41-60,4,False,Canada
10025685,41-60,2,False,Canada
74610240,41-60,2,False,Canada
10023918,60+,8,False,Canada
10009026,18-25,6,False,Canada
10016561,<18,2,False,Canada
10041972,<18,5,False,Canada
10010032,<18,3,False,Canada
10026220,18-25,7,False,Canada
22674648,<18,8,False,Canada
36133011,26-40,3,False,Canada
10034536,18-25,7,False,Canada
10036365,26-40,2,False,Canada
10002695,26-40,4,False,Canada
10040290,41-60,4,False,USA
10042905,60+,8,False,Canada
10039954,<18,2,False,India
58533552,18-25,4,False,Canada
82661394,26-40,6,False,Canada
16094620,26-40,8,False,Canada
10563122,18-25,5,False,Canada
10029900,18-25,3,False,USA
10030250,18-25,4,False,Canada
10003059,26-40,5,False,Canada
10037597,18-25,1,False,Canada
10013410,60+,30,True,USA
10001438,41-60,8,False,Canada
10001241,26-40,29,True,Canada
10012597,18-25,4,False,Canada
67302098,18-25,2,False,Canada
10031716,60+,4,False,USA
10014527,18-25,2,False,Canada
10039140,18-25,5,False,Canada
10001292,18-25,5,False,Canada
74252892,<18,5,False,Canada
33990112,<18,5,False,Canada
10035841,26-40,2,False,Canada
55551754,18-25,26,True,Canada
10008523,26-40,5,False,Canada
10021414,41-60,1,False,Canada
31680263,26-40,3,False,Canada
10009890,18-25,1,False,Canada
55736478,<18,3,False,USA
10043850,60+,3,False,Japan
10041832,18-25,8,False,Canada
10044128,<18,5,False,Canada
10017846,26-40,6,False,Canada
10033782,26-40,7,False,Canada
20427848,41-60,2,False,Canada
13128838,18-25,3,False,Canada
10035352,41-60,3,False,Canada
10024831,18-25,22,True,Canada
51660766,18-25,5,False,Canada
10037471,26-40,1,False,Canada
10005893,<18,7,False,Canada
94175282,<18,21,True,Canada
10027338,60+,2,False,Canada
98678532,41-60,2,False,USA
10012273,60+,5,False,Canada
10032550,41-60,1,False,Canada
60264117,41-60,2,False,Canada
61062891,60+,7,False,Canada
10040313,18-25,5,False,Canada
10023779,<18,6,False,Canada
10037705,18-25,4,False,Canada
64469893,26-40,6,False,Canada
10010090,18-25,8,False,USA
10023233,<18,3,False,China
10028150,18-25,3,False,USA
81037537,60+,22,True,Canada
10043742,60+,1,False,Canada
10039657,41-60,6,False,Canada
33431748,41-60,3,False,Canada
10004408,41-60,6,False,Canada
51234732,26-40,3,False,Canada
76287195,18-25,5,False,Canada
41583463,26-40,2,False,USA
10026691,26-40,7,False,Canada
92170583,60+,23,True,Canada
10035958,18-25,8,False,Canada
10026138,26-40,2,False,Canada
10021947,26-40,6,False,Canada
82681080,<18,3,False,Canada
10040373,18-25,6,False,Canada
25320956,18-25,4,False,Canada
10000551,18-25,1,False,Canada
10025298,41-60,20,True,Canada
88761824,18-25,7,False,Canada
10043664,<18,5,False,Canada
10033831,26-40,6,False,UK
10027192,26-40,4,False,Canada
10004192,41-60,1,False,Canada
99593453,18-25,7,False,Canada
10004372,26-40,6,False,Canada
10006307,26-40,6,False,Canada
10014299,26-40,1,False,Japan
10009606,60+,3,False,Canada
10001606,18-25,29,True,Canada
10030129,18-25,6,False,Canada
08035413,18-25,4,False,USA
11856790,<18,5,False,Canada
48430007,60+,3,False,Canada
43189416,<18,3,False,Canada
10018135,18-25,2,False,USA
10023099,18-25,4,False,Canada
02912096,18-25,6,False,Canada
10032433,18-25,30,True,Canada
44237475,18-25,3,False,Canada
40815010,26-40,6,False,Canada
10007009,26-40,8,False,Canada
10006141,26-40,7,False,Canada
10006738,41-60,4,False,Canada
10029960,18-25,3,False,Canada
10009870,26-40,5,False,Canada
10028198,18-25,3,False,Canada
10001804,18-25,2,False,Canada
10002446,26-40,7,False,USA
81030107,41-60,7,False,Canada
76141849,18-25,1,False,Canada
10008438,26-40,4,False,Canada
10001813,18-25,6,False,USA
63555916,18-25,5,False,Canada
81101967,41-60,6,False,Canada
71299215,26-40,8,False,Canada
10042600,26-40,8,False,Canada
10043146,18-25,8,False,Canada
78329216,18-25,4,False,Canada
10006542,26-40,3,False,Canada
94035738,<18,6,False,Canada
10007903,18-25,5,False,Canada
80043299,26-40,7,False,China
32682425,18-25,7,False,Canada
10039744,18-25,8,False,Canada
10029167,41-60,1,False,Canada
10002243,41-60,3,False,Canada
10037580,<18,3,False,Canada
10042112,<18,3,False,Canada
83454964,18-25,5,False,Canada
36144580,18-25,6,False,Canada
92056818,<18,8,False,Canada
10015697,18-25,4,False,Canada
10004686,26-40,4,False,USA
10002090,26-40,2,False,Canada
10027143,18-25,1,False,Canada
16903746,<18,5,False,Canada
10038278,41-60,1,False,Canada
10008886,26-40,2,False,Canada
10018862,41-60,4,False,Canada
10035124,18-25,3,False,Canada
72924073,26-40,1,False,Canada
10001340,41-60,7,False,Canada
64038975,26-40,6,False,Canada
71419025,41-60,2,False,Canada
10013572,18-25,5,False,Canada
97587017,18-25,3,False,Canada
45338812,<18,2,False,Canada
26582033,26-40,3,False,Canada
10007818,18-25,8,False,Canada
10016715,26-40,2,False,Canada
10006639,26-40,4,False,Canada
06310719,26-40,7,False,Canada
29873549,18-25,4,False,Canada
05460594,26-40,5,False,Canada
10024500,<18,6,False,Canada
10000597,26-40,2,False,Canada
67907428,26-40,6,False,Canada
10029156,41-60,8,False,Canada
10022052,<18,6,False,Canada
84166748,18-25,8,False,Canada
10035182,18-25,5,False,Canada
10001558,41-60,4,False,Canada
10008855,41-60,1,False,South Korea
10025760,41-60,2,False,USA
10030248,18-25,4,False,USA
10042809,<18,16,True,Canada
10013387,18-25,1,False,Canada
10008199,<18,3,False,Canada
10009061,<18,3,False,Canada
10038510,41-60,7,False,Canada
53615802,26-40,6,False,Canada
94029759,26-40,4,False,Canada
10037701,18-25,7,False,Canada
30445497,18-25,5,False,Canada
36767503,41-60,3,False,Canada
69960875,26-40,5,False,Canada
10021932,41-60,2,False,Canada
10018257,18-25,8,False,Canada
21679709,18-25,4,False,Canada
18549010,41-60,6,False,Canada
10027233,41-60,3,False,Canada
10022204,26-40,3,False,India
10003776,<18,3,False,Canada
10008163,26-40,6,False,Canada
10028105,26-40,2,False,Canada
10037785,18-25,15,True,USA
10005850,18-25,2,False,Canada
03378586,<18,2,False,Canada
10015645,18-25,7,False,Canada
90456139,26-40,3,False,Canada
10003969,18-25,3,False,Canada
26443644,41-60,5,False,Canada
48293089,18-25,19,True,Canada
10005783,41-60,6,False,Canada
10032272,18-25,23,True,Canada
82516034,18-25,4,False,Canada
10011819,41-60,3,False,Canada
10009710,18-25,7,False,Canada
10026596,41-60,6,False,Canada
10026899,<18,2,False,Canada
10009145,<18,1,False,Canada
96404094,18-25,2,False,Canada
10030609,<18,7,False,Canada
10033103,18-25,2,False,Canada
10021443,18-25,8,False,Canada
10034220,18-25,6,False,Canada
64165203,18-25,6,False,Canada
39404212,<18,7,False,Canada
10029825,18-25,2,False,Canada
10041956,18-25,26,True,Canada
10003469,26-40,29,True,Canada
03417959,26-40,6,False,South Korea
10034260,18-25,2,False,Canada
10006312,<18,2,False,Canada
10029324,<18,2,False,Canada
30553270,<18,16,True,Canada
10027285,41-60,1,False,Canada
10018633,18-25,1,False,Canada
10003632,26-40,4,False,Canada
10027260,18-25,5,False,Canada
10010687,18-25,19,True,Canada
10002988,18-25,5,False,Canada
10033873,18-25,3,False,Canada
10010141,18-25,6,False,Canada
10005677,26-40,2,False,Canada
61324575,18-25,6,False,Canada
10001175,18-25,8,False,Canada
10004748,60+,8,False,Canada
10041579,18-25,8,False,Canada
61061940,<18,20,True,Canada
10012464,<18,4,False,Canada
10043222,18-25,4,False,Canada
40147340,41-60,1,False,USA
29462186,18-25,5,False,Canada
15050337,26-40,3,False,Canada
10011333,26-40,8,False,Canada
10038006,26-40,7,False,Canada
10017430,26-40,5,False,Japan
10003734,41-60,6,False,Canada
10023290,<18,8,False,Canada
79323878,18-25,5,False,USA
51814221,18-25,8,False,Canada
10021469,<18,4,False,Canada
10023692,26-40,22,True,India
10006088,18-25,2,False,Canada
10015620,18-25,4,False,Canada
10012777,60+,4,False,Japan
10013183,18-25,17,True,India
10032325,<18,3,False,Canada
10044316,18-25,22,True,Canada
10032001,<18,6,False,Canada
19903231,26-40,18,True,Canada
10021144,41-60,8,False,USA
10000478,18-25,16,True,Canada
10029797,41-60,2,False,Canada
10022731,18-25,2,False,Canada
10005692,18-25,22,True,Canada
10008711,18-25,1,False,Canada
83261191,26-40,7,False,Canada
60888624,26-40,5,False,Canada
16087944,41-60,3,False,Canada
10028965,18-25,5,False,Canada
10029873,18-25,8,False,Canada
10005379,18-25,28,True,Canada
10024173,18-25,4,False,Canada
10040606,18-25,1,False,Canada
10017358,60+,1,False,Canada
10004057,41-60,7,False,Canada
59117551,<18,8,False,Canada
40842483,18-25,7,False,USA
10031454,26-40,4,False,Canada
10042836,18-25,3,False,Canada
10011860,<18,7,False,Canada
62729814,26-40,4,False,Canada
10007351,26-40,4,False,Canada
10028543,26-40,7,False,Canada
10018808,18-25,6,False,Canada
10041290,26-40,5,False,Canada
10025763,18-25,1,False,Canada
10027156,18-25,1,False,Canada
32408063,26-40,6,False,Canada
10043600,26-40,6,False,Canada
10023104,60+,3,False,Canada
85157896,<18,6,False,Canada
10023156,18-25,2,False,Canada
10036666,60+,23,True,Canada
10022902,18-25,7,False,Canada
75843715,18-25,5,False,China
10041437,<18,2,False,Canada
51327536,18-25,6,False,USA
10007960,26-40,5,False,Canada
10017677,18-25,25,True,Canada
10005365,41-60,8,False,Canada
10004601,18-25,1,False,Canada
57425272,18-25,5,False,USA
21421994,18-25,30,True,Canada
10022695,18-25,8,False,Canada
55962530,18-25,1,False,Canada
94730391,60+,6,False,USA
55214717,<18,1,False,Canada
10035639,41-60,1,False,Canada
10009791,41-60,5,False,Canada
10025903,41-60,4,False,Canada
10005167,26-40,4,False,Canada
10035623,26-40,30,True,Canada
28322965,18-25,6,False,Canada
10021274,18-25,3,False,Canada
10040170,41-60,4,False,Canada
74871496,60+,1,False,Canada
10013076,26-40,2,False,Canada
10042971,60+,7,False,Canada
10030396,18-25,6,False,Canada
10038867,18-25,7,False,Canada
10036574,26-40,8,False,Canada
10002303,60+,4,False,Canada
89287911,26-40,4,False,Canada
10026992,18-25,7,False,Canada
10036663,18-25,8,False,Canada
10043830,18-25,7,False,Canada
10004362,26-40,4,False,Canada
10010689,18-25,2,False,Canada
91107653,<18,3,False,Canada
96450394,26-40,2,False,Canada
10011444,26-40,7,False,Canada
10036325,41-60,8,False,Canada
10032995,26-40,8,False,Canada
10003862,18-25,6,False,Canada
10001497,18-25,4,False,Canada
10041071,26-40,6,False,Canada
67076818,26-40,7,False,USA
10008629,41-60,7,False,Canada
10039309,26-40,8,False,Canada
10005053,41-60,6,False,Canada
16221019,26-40,27,True,Canada
05177405,18-25,2,False,Canada
10021341,18-25,6,False,Canada
69628314,18-25,8,False,Canada
10010359,18-25,2,False,Canada
10040374,18-25,3,False,Canada
87386703,<18,1,False,Canada
00154654,26-40,3,False,Canada
10021707,18-25,3,False,Canada
10002202,18-25,29,True,Canada
10012885,60+,8,False,Canada
84306735,<18,8,False,Canada
10036356,26-40,4,False,Canada
10011225,26-40,2,False,Canada
10023627,18-25,7,False,China
59159205,18-25,7,False,Canada
10016032,18-25,2,False,Canada
09362597,18-25,5,False,Japan
00644419,41-60,1,False,Canada
10027435,18-25,6,False,Canada
12849272,26-40,1,False,Canada
10008911,26-40,30,True,Canada
50089190,<18,3,False,Canada
10024956,26-40,8,False,Canada
49784453,18-25,29,True,Canada
55181702,18-25,1,False,Canada
15753503,26-40,8,False,Canada
10033588,18-25,6,False,Canada
10009997,41-60,3,False,Canada
10034624,18-25,1,False,Canada
10004407,<18,2,False,Canada
10034812,18-25,3,False,Canada
10039705,18-25,5,False,Canada
10012468,26-40,15,True,USA
10043713,18-25,5,False,Canada
25425683,41-60,3,False,Canada
10029364,<18,2,False,Canada
69764243,<18,7,False,Canada
10039615,18-25,3,False,Canada
10006962,18-25,2,False,Canada
82423480,18-25,2,False,Canada
56436852,41-60,3,False,Canada
10025899,41-60,28,True,Canada
10027041,18-25,8,False,Canada
10039736,41-60,7,False,Canada
10037934,41-60,6,False,Canada
10024292,<18,2,False,Canada
10027891,18-25,5,False,India
12701189,18-25,6,False,Canada
10032769,26-40,7,False,Canada
10009889,26-40,7,False,Canada
10031896,41-60,6,False,USA
10006667,41-60,3,False,Canada
10000573,18-25,6,False,Canada
56781162,26-40,1,False,Canada
10020566,26-40,2,False,Canada
10035117,41-60,5,False,Canada
10011553,41-60,7,False,Canada
10030017,18-25,1,False,Canada
10036290,<18,7,False,Canada
10039047,26-40,4,False,Canada
10013365,18-25,1,False,Canada
10008668,26-40,3,False,Canada
27952282,18-25,5,False,Canada
10028132,41-60,5,False,Canada
42521399,<18,5,False,Canada
10032318,26-40,2,False,Canada
75161589,18-25,4,False,Canada
10025916,<18,4,False,Canada
10030447,18-25,6,False,Canada
10012387,18-25,5,False,Canada
10006105,26-40,1,False,Canada
10038820,18-25,5,False,USA
10011882,18-25,2,False,Canada
23658576,18-25,5,False,Canada
10027556,18-25,3,False,Canada
00631157,41-60,1,False,Canada
10019562,18-25,5,False,Canada
10039889,18-25,4,False,Canada
10032135,18-25,6,False,Canada
10036213,26-40,6,False,Canada
10026823,18-25,8,False,Canada
25972832,26-40,3,False,India
13516621,26-40,1,False,Canada
10020776,26-40,6,False,USA
10004779,26-40,8,False,Canada
10032439,18-25,2,False,Canada
47556863,18-25,4,False,Canada
10028366,18-25,1,False,Canada
10040014,41-60,5,False,Canada
10031123,18-25,5,False,Canada
10023314,<18,6,False,Canada
10006178,18-25,6,False,Canada
10005069,18-25,7,False,USA
10001964,18-25,8,False,Canada
10001658,18-25,2,False,Canada
10005114,41-60,3,False,Canada
10028979,26-40,4,False,Canada
10031816,26-40,19,True,Canada
10018521,26-40,5,False,Canada
12400866,18-25,3,False,Canada
10015270,18-25,4,False,Canada
10006920,18-25,4,False,Canada
89552874,<18,8,False,Canada
10037297,18-25,3,False,Canada
25199350,18-25,3,False,Canada
10006430,18-25,7,False,India
10016119,18-25,4,False,Canada
21961102,<18,7,False,Canada
22071492,60+,3,False,Canada
10036729,41-60,1,False,Canada
10025767,41-60,6,False,Canada
06674029,41-60,6,False,Canada
10013379,18-25,1,False,Canada
10039101,41-60,7,False,Canada
10030625,18-25,3,False,USA
13476480,18-25,2,False,Canada
10037985,<18,1,False,Canada
62176605,18-25,19,True,India
10029060,26-40,5,False,Canada
93473767,<18,22,True,Canada
10037632,<18,7,False,Canada
26876929,<18,17,True,Canada
10008454,26-40,6,False,Canada
10022775,26-40,3,False,Canada
10002907,26-40,6,False,USA
10033420,18-25,1,False,Canada
54341795,18-25,1,False,Canada
61637729,18-25,5,False,Canada
10000844,41-60,7,False,Canada
10007225,18-25,3,False,Canada
10003492,<18,7,False,Canada
10002381,<18,1,False,Canada
26996851,26-40,4,False,Canada
10018536,18-25,4,False,Canada
10022755,26-40,6,False,South Korea
10003510,18-25,3,False,Canada
10023318,26-40,2,False,USA
10025928,26-40,5,False,Canada
25038877,18-25,3,False,India
10002958,18-25,2,False,Canada
10010380,26-40,7,False,Canada
10043914,26-40,2,False,Canada
24042207,26-40,2,False,Canada
44743053,26-40,1,False,Canada
10003535,18-25,3,False,Canada
39509092,26-40,2,False,Canada
80039100,26-40,1,False,USA
10016521,18-25,1,False,Canada
10030773,26-40,4,False,Canada
00537630,<18,1,False,Canada
93352009,18-25,8,False,Canada
33438468,<18,8,False,Canada
10020817,<18,4,False,Canada
10014939,26-40,8,False,Canada
10031340,18-25,2,False,Canada
49831082,18-25,24,True,Canada
10036599,18-25,1,False,Canada
06578614,26-40,1,False,Canada
10005940,18-25,4,False,USA
02857911,<18,7,False,Canada
10023315,18-25,7,False,Canada
10009670,18-25,1,False,Canada
42311650,18-25,3,False,Canada
24347832,26-40,8,False,Canada
10010096,<18,8,False,Canada
10006234,18-25,7,False,Canada
10013381,18-25,5,False,Canada
65443597,18-25,4,False,Canada
33257213,41-60,3,False,Canada
10017923,26-40,3,False,Canada
10043608,41-60,1,False,USA
10029550,18-25,2,False,Canada
10009340,18-25,3,False,USA
10029178,18-25,5,False,Canada
10015480,18-25,1,False,Canada
10015065,18-25,2,False,Canada
10034618,41-60,8,False,Canada
10026114,18-25,5,False,Canada
10041023,26-40,3,False,Canada
62860929,18-25,7,False,Canada
10032910,26-40,6,False,USA
10040899,<18,1,False,Canada
10031781,18-25,6,False,Canada
10043174,41-60,2,False,Canada
83952272,18-25,1,False,Canada
10012296,41-60,2,False,China
17314258,18-25,2,False,Canada
10026408,<18,6,False,Canada
10020797,<18,6,False,Canada
10038112,41-60,1,False,Canada
03057676,26-40,23,True,Canada
03942514,26-40,5,False,USA
10000252,18-25,1,False,Canada
62863065,18-25,18,True,Canada
68104700,18-25,28,True,Canada
42656137,<18,2,False,Canada
10002022,18-25,20,True,Canada
80773400,18-25,1,False,Canada
10012054,18-25,3,False,USA
10032289,18-25,6,False,Canada
77244183,26-40,8,False,Canada
10041517,41-60,6,False,Canada
10043702,18-25,7,False,Canada
10004161,18-25,5,False,Canada
10023103,<18,3,False,Canada
10009671,26-40,5,False,Canada
10020583,18-25,4,False,USA
10010139,26-40,5,False,Canada
75223693,41-60,1,False,Canada
10021353,18-25,3,False,USA
52803590,60+,1,False,Canada
52601698,26-40,1,False,Canada
48039847,18-25,4,False,Canada
10006790,18-25,3,False,Canada
60236578,41-60,4,False,Canada
10040233,18-25,8,False,Canada
10019831,18-25,6,False,Canada
10004539,18-25,7,False,Canada
10014307,18-25,3,False,Canada
10026712,18-25,5,False,Canada
10003953,18-25,8,False,Canada
10029635,26-40,2,False,Canada
08729560,18-25,3,False,Canada
71681622,18-25,4,False,Canada
10006890,<18,1,False,Canada
10023401,60+,3,False,USA
10035173,41-60,3,False,Canada
53987804,26-40,7,False,USA
16736992,60+,6,False,Canada
39225586,60+,5,False,Canada
10011176,<18,6,False,Canada
10016329,18-25,4,False,Canada
10015259,18-25,6,False,Canada
10014250,18-25,2,False,Canada
10024894,18-25,7,False,Canada
06077555,60+,7,False,India
10019307,60+,3,False,Canada
10033507,26-40,7,False,Canada
10010714,18-25,7,False,Canada
97261811,26-40,4,False,Canada
12691901,60+,1,False,Canada
10004708,41-60,5,False,Canada
51023739,<18,6,False,Canada
10033993,26-40,1,False,Canada
37497074,26-40,3,False,USA
10033498,18-25,2,False,India
10011105,<18,3,False,Canada
10027059,41-60,2,False,Canada
10005507,18-25,8,False,Canada
10009677,18-25,6,False,Canada
10036265,18-25,4,False,Canada
28983577,18-25,4,False,Canada
10022294,18-25,4,False,Canada
03887347,<18,5,False,Canada
14610006,18-25,6,False,Canada
10026125,18-25,3,False,USA
08271529,18-25,6,False,Canada
45700894,26-40,7,False,Canada
10001664,26-40,5,False,Canada
10038037,26-40,2,False,Canada
43955064,18-25,2,False,Canada
15834060,18-25,7,False,Canada
10010286,18-25,8,False,Canada
10034957,<18,5,False,Canada
62193567,60+,7,False,Canada
05259047,18-25,8,False,Canada
10026286,60+,8,False,Canada
10003576,<18,5,False,Canada
97476952,41-60,1,False,Canada
29968125,26-40,6,False,Canada
12817122,<18,28,True,Canada
10028095,26-40,6,False,Canada
10035151,26-40,8,False,Canada
10030418,18-25,1,False,Canada
94481559,41-60,7,False,Canada
24144301,<18,3,False,Canada
41397431,60+,5,False,Canada
10019422,26-40,7,False,Japan
10042166,26-40,6,False,Canada
76115047,41-60,1,False,Canada
71806477,18-25,8,False,Canada
62247708,41-60,1,False,USA
10043851,26-40,1,False,Canada
45875864,18-25,2,False,USA
10012758,41-60,26,True,USA
89576022,26-40,3,False,Canada
34157667,18-25,1,False,USA
22980016,18-25,4,False,Canada
10031152,18-25,8,False,Canada
47138691,26-40,5,False,Canada
56012902,18-25,7,False,UK
10037757,41-60,1,False,Canada
10017558,60+,5,False,Canada
10044451,18-25,4,False,Canada
10000582,18-25,3,False,Canada
10039606,18-25,8,False,Canada
10034803,26-40,20,True,Canada
10017443,60+,5,False,Canada
10004511,26-40,6,False,Canada
10033854,18-25,7,False,Canada
10036591,18-25,2,False,Canada
10000568,26-40,6,False,Canada
10014801,18-25,2,False,Canada
10003729,18-25,25,True,Canada
45338751,26-40,2,False,USA
54009033,18-25,4,False,Canada
24551472,41-60,3,False,Canada
10006424,<18,5,False,Canada
10018528,18-25,3,False,Canada
17458577,18-25,7,False,Canada
10004149,26-40,5,False,Canada
10029518,26-40,4,False,Canada
10027322,18-25,8,False,Canada
10037139,26-40,4,False,Canada
10034971,18-25,4,False,Canada
10013619,<18,8,False,Canada
10033007,18-25,3,False,Canada
10018247,41-60,2,False,Canada
48844274,26-40,5,False,Canada
10009142,18-25,2,False,USA
11124283,18-25,4,False,Canada
10036085,18-25,7,False,Canada
13547799,26-40,4,False,Canada
10007219,18-25,7,False,Canada
10039533,26-40,2,False,USA
10012614,26-40,4,False,Canada
10043545,18-25,5,False,Canada
31770895,18-25,4,False,Canada
50071090,18-25,3,False,Canada
10023129,18-25,2,False,Canada
10012277,18-25,7,False,Canada
58525861,26-40,3,False,Canada
57525225,60+,8,False,Canada
10035833,26-40,8,False,Canada
10020137,26-40,4,False,Canada
10014481,41-60,4,False,Canada
10023091,26-40,1,False,Canada
23862006,26-40,28,True,Canada
10043899,18-25,22,True,Canada
03456041,18-25,4,False,Canada
76427652,41-60,3,False,Canada
75142938,41-60,18,True,Canada
10023198,<18,8,False,Canada
10027136,18-25,3,False,Canada
09634568,60+,8,False,Canada
30586356,60+,8,False,USA
10010856,18-25,8,False,Canada
59272792,26-40,1,False,Canada
96921010,<18,8,False,Canada
10033625,<18,2,False,Canada
10029040,60+,1,False,Canada
10003107,18-25,5,False,Canada
10036329,18-25,30,True,Canada
29215470,60+,2,False,Canada
10035559,26-40,3,False,Canada
10023403,18-25,2,False,Canada
10014419,18-25,4,False,Canada
10010520,26-40,4,False,Canada
10036927,<18,4,False,Canada
10030288,41-60,2,False,Canada
10004675,60+,3,False,Canada
93843513,<18,16,True,Canada
10043447,41-60,8,False,Canada
10035434,41-60,5,False,Canada
10025503,60+,1,False,Canada
10037782,18-25,8,False,Canada
10039851,26-40,3,False,Canada
10042627,26-40,4,False,Canada
82336420,60+,2,False,Canada
63069136,26-40,2,False,Canada
10042536,41-60,2,False,Canada
10016086,18-25,6,False,Canada
10032685,41-60,1,False,Canada
10002844,<18,7,False,Canada
10018667,41-60,8,False,Canada
10015782,18-25,8,False,Canada
10032016,18-25,2,False,Canada
64707702,18-25,7,False,Canada
10043484,18-25,6,False,Canada
10010569,18-25,4,False,USA
10042714,26-40,5,False,Canada
10014525,18-25,4,False,Canada
10026087,18-25,5,False,Canada
10021221,18-25,8,False,Canada
87041486,18-25,2,False,Canada
10002239,<18,7,False,Canada
16517836,18-25,3,False,Canada
71278552,26-40,4,False,Canada
10037462,18-25,2,False,Canada
97246228,18-25,7,False,Canada
78718662,<18,8,False,Canada
10003795,18-25,3,False,Canada
67925630,18-25,3,False,Canada
10036901,18-25,6,False,USA
10043049,26-40,7,False,Canada
34565901,26-40,6,False,Canada
10019325,26-40,5,False,Canada
10018636,18-25,1,False,Canada
97751223,<18,22,True,Canada
65365168,18-25,1,False,Canada
10003142,41-60,24,True,Canada
10035516,<18,2,False,Canada
10043774,<18,4,False,Canada
10038089,26-40,3,False,Canada
35722434,26-40,6,False,Canada
10004637,18-25,4,False,Canada
74695767,18-25,26,True,USA
10017483,18-25,1,False,Canada
10001399,18-25,5,False,Canada
10004865,26-40,7,False,Canada
10040126,26-40,2,False,USA
10025947,18-25,1,False,Canada
10015050,18-25,2,False,Canada
14427248,26-40,7,False,Canada
10027387,26-40,5,False,Canada
10032664,18-25,8,False,Canada
82875417,18-25,8,False,Canada
83746833,26-40,4,False,Canada
10039149,<18,5,False,Canada
10014986,26-40,6,False,Canada
10030656,26-40,1,False,Canada
10010586,41-60,2,False,Canada
10035546,26-40,5,False,Canada
10011174,26-40,4,False,Canada
10017298,18-25,1,False,USA
10032298,26-40,5,False,Canada
10003596,18-25,8,False,Canada
33409210,26-40,7,False,Canada
10037074,<18,4,False,India
94370803,<18,2,False,Canada
69472375,18-25,22,True,Canada
10000305,18-25,8,False,Canada
10022952,18-25,5,False,Canada
77170505,26-40,25,True,Canada
10044220,26-40,2,False,Canada
31504746,41-60,8,False,Canada
10037092,41-60,5,False,Canada
10010160,41-60,1,False,Canada
35290577,18-25,2,False,Canada
10020890,18-25,19,True,Canada
10028094,26-40,2,False,Canada
04459740,26-40,19,True,Canada
40723600,26-40,8,False,Canada
49748404,26-40,5,False,USA
20988568,18-25,7,False,Canada
10005897,41-60,8,False,Canada
10020712,26-40,2,False,Canada
10015740,26-40,6,False,Canada
10040133,41-60,2,False,Canada
92973397,41-60,1,False,Canada
58382144,26-40,8,False,Canada
10042367,<18,4,False,Canada
10038366,26-40,2,False,Canada
98446351,18-25,7,False,Canada
10035368,60+,8,False,Canada
10022365,<18,5,False,Canada
10012407,18-25,4,False,Canada
60505343,26-40,3,False,Canada
10038866,18-25,3,False,Canada
10038327,18-25,6,False,Canada
10006163,26-40,6,False,Canada
10033902,<18,16,True,Canada
10001166,18-25,5,False,Canada
10038243,26-40,8,False,Canada
10024352,18-25,7,False,Canada
12097173,26-40,2,False,Canada
10009691,26-40,18,True,Canada
10032335,41-60,3,False,Canada
78169189,<18,7,False,Canada
10005241,41-60,5,False,Canada
10007911,26-40,1,False,Canada
